PAYEE_ID,STANDARD_NAME,LAST_CHARGE_DATE,CHARGE_CT,TOTAL_AMOUNT,PERCENT_REIMBURSE,DISPUTE,CANCEL,REVIEW
P21119-475,Xbyte Technologies,20366,2,-764700,,,,
P21119-753,Starbucks New,21044,1,857,,,,
P21119-36,Microsoft Msbill,20696,5,643687,,,,
P21119-95,PEACOCK*E1587 PREMIUNEW,20489,1,-599,,,,
P21119-155,DEPARTMENT OF,20693,1,-12863,,,,
P21119-325,DRI*LOGI STORE,20657,1,-24059,,,,
P21119-384,Rocket Software,21061,3,-203656,,,,
P21119-400,SP 32DEGREES,20791,1,-4598,,,,
P21119-588,21ST ST,20293,1,-3373,,,,
P21119-702,AD PARKING,20872,1,-533,,,,
P21119-147,TST* SULLIVAN,20695,2,-4706,,,,
P21119-268,Federal Express,21063,2,-4275,,,,
P21119-416,Seed,20667,1,-3005,,,,
P21119-645,HUDSONSTXXXX 1740,20833,2,-3338,,,,
P21119-710,IMDB IMDB.COM,21021,3,-48990,,,,
P21119-276,ESPOSITO MEAT,21056,1,-2032,,,,
P21119-580,OPENAI* CHATGPT,21012,1,-2178,,,,
P21119-653,"CPI*GREEN FIG,",21033,3,-1175,,,,
P21119-718,Belk,20269,1,-15356,,,,
P21119-774,Ny Penn,21044,4,0,,,,
P21119-204,MAILED INC,20956,1,-125,,,,
P21119-260,MT. OLIVE,21084,1,-1884,,,,
P21119-333,DDOT *MULTI,20317,1,-460,,,,
P21119-392,ROCKY'S PIZZERIA,20576,4,-8358,,,,
P21119-408,MISERICORDIA U,20334,1,-2999,,,,
P21119-537,Pret A,20834,3,-8394,,,,
P21119-596,Adobe Systems,21097,21,-127881,,,,
P21119-143,San Francisco,20890,25,-34357,,,,
P21119-208,Mcdonald Fxxx,21044,1,217,,,,
P21119-264,"Phone.com, Inc",20882,9,-21909,,,,
P21119-337,D'Agostino's,20153,1,-3960,,,,
P21119-396,ROXOBI.COM,20882,5,-2200,,,,
P21119-412,Mission Hospital,21007,1,-696,,,,
P21119-641,AplPay LEO'S,20862,1,-764,,,,
P21119-32,CENTRAL LOAN,21099,32,-7775040,,,,
P21119-91,CBG JANOVIC,20162,3,-18277,,,,
P21119-151,TST* TGB,21019,2,-24021,,,,
P21119-321,PEACOCK*CA6B0 PREMIUNEW,20427,1,-599,,,,
P21119-380,TEEPUBLIC,20682,1,-9200,,,,
P21119-584,CONDE NAST,20987,3,-6498,,,,
P21119-657,CR ADJ,20675,3,16849,,,,
P21119-778,PUREHEALTHRESEARCH PXXX-XXX9836,20676,1,-12150,,,,
P21119-99,"CURSOR, AI",21109,10,-21068,,,,
P21119-159,LinkedIn,21103,32,-104480,,,,
P21119-200,Roku,20344,7,-693,,,,
P21119-329,PEACOCK*B6129 PREMIUNEW,20610,1,-599,,,,
P21119-388,Century Theaters,21071,1,-1114,,,,
P21119-404,Milano,20685,1,-2507,,,,
P21119-533,Newegg,20984,1,-42244,,,,
P21119-592,2ND KITCHENS,20455,1,-2038,,,,
P21119-706,ACTBLUE* STOP.TRUMP,20752,1,-3000,,,,
P21119-272,PARK LAUNDROMAT,20988,3,-7277,,,,
P21119-649,I-PASS,20562,1,-1000,,,,
P21119-714,BEL FIORE,20242,1,-20084,,,,
P21119-770,PRMS ARLINGTON,20305,1,-288900,,,,
P21119-149,TST*STELLAS PIZZA,20839,1,-1608,,,,
P21119-270,FAMOUS ORIGINAL,20785,1,-1821,,,,
P21119-418,TOTALADBLOCK,20185,3,-5094,,,,
P21119-582,Cohen's Fashion,20324,1,-17500,,,,
P21119-776,NISHI CLEANERS,21002,3,-23680,,,,
P21119-38,eBay,21023,27,-919489,,,,
P21119-206,MAILSPRING PRO,20819,1,-8500,,,,
P21119-262,FEDEXXXXXXXXX5239 -,20966,1,-3473,,,,
P21119-531,Sunoco,20957,6,-13035,,,,
P21119-590,575 1ST,20514,6,-22400,,,,
P21119-704,Adj Fin,20908,3,4072,,,,
P21119-141,PEACOCK*6F21F PREMIUNEW,20640,1,-599,,,,
P21119-335,San Marcos,20454,1,-6825,,,,
P21119-394,Royal,20750,1,-1730,,,,
P21119-410,Sea Breeze,20517,1,-2546,,,,
P21119-539,Coursera,20564,15,-118500,,,,
P21119-598,PwP zubbpay.com,20457,12,-33707,,,,
P21119-647,HUNTERS POINT,20174,1,-2000,,,,
P21119-712,JPMorgan Chase,20388,5,-260,,,,
P21119-30,Microsoft,21107,237,-2108826,,,,
P21119-97,Petopia,20164,1,-6314,,,,
P21119-157,TST* WILBERS,20598,1,-2850,,,,
P21119-278,PAY* HOMEADVISOR-DEC27,20816,1,-2999,,,,
P21119-327,PEACOCK*D1391 PREMIUNEW,20183,1,-499,,,,
P21119-386,ECO HIGHLINE,21102,1,-3050,,,,
P21119-402,SP AMERIDROID,20892,1,-12440,,,,
P21119-655,Cracker Barrel,21081,1,-6769,,,,
P21119-34,Midtownconveniencestnew York,21044,1,2100,,,,
P21119-202,Marriott,20165,3,-127753,,,,
P21119-406,Tu Transunion,20829,3,9783,,,,
P21119-659,RDU WRAL5,21010,1,-3059,,,,
P21119-700,BUNDLEHUNT.COM LARGO,20743,1,-4399,,,,
P21119-145,TST* VESUVIO,20524,1,-2750,,,,
P21119-339,Piggly Wiggly,20832,1,-6625,,,,
P21119-398,PEACOCK*2B917 PREMIUNEW,20213,1,-499,,,,
P21119-414,MONTVALE AUTO,20219,1,-1400,,,,
P21119-716,IKEA,20316,2,-41263,,,,
P21119-772,CLOUD ZNVGGN,20486,1,-5,,,,
P21119-93,CARVE UNIQUE,20478,1,-430,,,,
P21119-153,TST* Tomasinos,20332,1,-4965,,,,
P21119-274,PATH TAPPPAYGO,21060,2,0,,,,
P21119-323,PEACOCK*AB6C6 PREMIUNEW,20458,1,-599,,,,
P21119-382,Travel Guard,20984,2,-17379,,,,
P21119-586,P.F. Chang's,20269,1,-12866,,,,
P21119-651,Joe's Pizza,21058,1,-845,,,,
P21119-266,FASTCO MEMBERSHIPS,20780,2,-2598,,,,
P21119-331,DB ADJ,20652,1,-55613,,,,
P21119-390,CHASE CREDIT,20581,1,-617553,,,,
P21119-535,HAWA CHELSEA,21079,36,-54679,,,,
P21119-594,7-Eleven,20986,1,-1126,,,,
P21119-643,Jetblue Airways,20218,2,24600,,,,
P21119-708,Junior's,21038,1,-2850,,,,
P21119-209,MAHANT SMOKE,20164,1,-1499,,,,
P21119-265,Fine Fare,20789,4,-25038,,,,
P21119-330,Sheetz,21010,15,-33312,,,,
P21119-397,Exxonmobil New,21044,1,6655,,,,
P21119-413,PADDLE.NET* ETRESOFTASTORIA,20393,1,-1959,,,,
P21119-534,NINETY PARK,20685,1,-1100,,,,
P21119-642,Ideal Market,20671,1,-19791,,,,
P21119-33,TOWNAND COUNTRY,21097,7,-69750,,,,
P21119-92,AplPay OMNY,20906,1,-1100,,,,
P21119-152,Mountain View,20320,1,-25000,,,,
P21119-322,Dollar General,20769,1,-4953,,,,
P21119-381,SHANNON AIRPORT,21045,1,-13827,,,,
P21119-585,COCO CAFE,20885,1,-299,,,,
P21119-650,IDEAL FLOW,20252,1,-31574,,,,
P21119-779,NOTARIZE DBA,21053,1,-3000,,,,
P21119-201,TRUSTLIFESTYLESHOP CPACIFIC,20623,2,-7852,,,,
P21119-389,CFS FLOWERS,20487,1,-4690,,,,
P21119-405,Monopoly,20891,2,-598,,,,
P21119-593,Wawa,20959,3,-3248,,,,
P21119-658,Quiznos,20219,2,-2652,,,,
P21119-707,ADAM'S MARKETPLACE,20741,1,-1019,,,,
P21119-144,MOONLIGHT CONVENIENCE,20325,3,-4028,,,,
P21119-273,Entrepreneur,21080,1,-19997,,,,
P21119-338,"Pillpack, LLC",20907,25,-125835,,,,
P21119-715,UNITEDXXXXXXXXXXXXXXX -,21092,2,-27088,,,,
P21119-771,CLOUD K4xZK4,21053,1,-4,,,,
P21119-148,MOTLEY FOOL,20773,5,-657813,,,,
P21119-277,Past Due,20976,2,0,,,,
P21119-581,CODEIUM.COM MOUNTAIN,20904,2,-3266,,,,
P21119-719,B H,20276,1,183890,,,,
P21119-775,PwP HOUZZ,20280,5,-53895,,,,
P21119-205,Parallels,20971,2,-13062,,,,
P21119-261,THE SMILIST,20892,1,-981600,,,,
P21119-393,Google Apps,20865,1,-1499,,,,
P21119-409,Seattle Cafe,21044,2,0,,,,
P21119-530,NikePOS_US,21085,2,-22888,,,,
P21119-597,SUPERPOWER CHATGPT,21107,13,-19500,,,,
P21119-140,PEACOCK*85AD0 PREMIUNEW,20671,1,-599,,,,
P21119-269,PHONE.COM XXXX9569,20273,1,-2341,,,,
P21119-334,DAVIS EYE,21046,1,-15000,,,,
P21119-417,GARBER HARDWARE,20983,7,-17885,,,,
P21119-538,Popeye's,20179,3,-4897,,,,
P21119-646,AplPay DARLING,20986,1,-1535,,,,
P21119-711,Journeys,20916,3,-31356,,,,
P21119-37,ROCKETLAW XXX-X57-15SAN,20954,31,-194056,,,,
P21119-96,AplPay TST*,21021,11,-56751,,,,
P21119-156,MORTON WILLIAMS,20184,1,-13422,,,,
P21119-326,DOF PROPERTY,20398,1,-591501,,,,
P21119-385,Ebay O,20708,2,176147,,,,
P21119-401,SNIFFIES -,21032,1,-1499,,,,
P21119-589,2Checkout,20986,6,-56777,,,,
P21119-654,RDU BURGERFI,21010,2,-12475,,,,
P21119-703,Adams Market,21060,3,-8760,,,,
P21119-35,Trader Joe's,21074,7,-142325,,,,
P21119-94,Microsatacables Goriacton,21013,1,8325,,,,
P21119-154,TST*SULLIVAN STREET,20944,1,-4813,,,,
P21119-203,PADDLE.NET* SETAPP,20851,2,-29370,,,,
P21119-324,PEACOCK*7110A PREMIUNEW,20732,1,-799,,,,
P21119-407,CCBill.com,21029,2,-13990,,,,
P21119-701,Costco,20991,1,-1765,,,,
P21119-146,Delta Air,20669,3,76927,,,,
P21119-399,Route 1,21114,1,-1760,,,,
P21119-415,MISSION GIFT,21005,1,-722,,,,
P21119-644,AplPay Corner,20959,2,-1146,,,,
P21119-717,B&H Photo,20347,2,-187155,,,,
P21119-773,CLOUD T3VF69,20760,1,-5,,,,
P21119-275,AplPay NJT,20976,3,-765,,,,
P21119-383,Charlotte Cafe,20510,1,-955,,,,
P21119-587,WANZHAOPLTS CH,21016,1,-11392,,,,
P21119-652,STILES FARMERS,20517,1,-2233,,,,
P21119-267,SP WOOJERSTORE,20384,2,0,,,,
P21119-332,DASH-INSTYLE.COM NY,20223,1,-987,,,,
P21119-391,SAMS MEMBERSHIP,20329,1,-11000,,,,
P21119-536,NYTimes,21098,34,-36441,,,,
P21119-595,245 E,20183,1,-1600,,,,
P21119-709,Bed Bath,20271,2,-34148,,,,
P21119-142,DEPOSITED ITEM,20344,1,-64243,,,,
P21119-336,Dd Br,21044,1,1424,,,,
P21119-395,SOLIDGATE LLC*SG*WISDOVER,20551,3,-13547,,,,
P21119-411,MILLERS PHARMACY,20329,3,-43599,,,,
P21119-599,Houzz Inc,20222,1,-26457,,,,
P21119-640,Stewart's Shops,21000,2,-3742,,,,
P21119-713,IGA,21082,2,-2529,,,,
P21119-31,PayPal,21110,24,-99769,,,,
P21119-90,AplPay NYU,21100,1,-898,,,,
P21119-150,Department Foreigdublin,20855,1,11888,,,,
P21119-279,PAY* HOMEADVISOR-FEBINDIANAPOLIS,20859,1,-2999,,,,
P21119-320,Chick-Fil-A,20902,3,-6627,,,,
P21119-387,Translite LLC,20493,1,-21000,,,,
P21119-403,CBI*EASEUS XXX-XXX-9570,21043,6,-35786,,,,
P21119-656,RAINBOW STATION,21105,3,-19257,,,,
P21119-39,Sam's Club,21098,114,-1700266,,,,
P21119-98,UNITED,21045,11,-308155,,,,
P21119-158,Denver Airport,20219,1,-2097,,,,
P21119-207,Papa John's,20862,1,-2068,,,,
P21119-263,Target Xx,21044,2,12259,,,,
P21119-328,Smarte Carte,21031,1,-600,,,,
P21119-532,PYN*10GTEK STORE,21012,1,-11748,,,,
P21119-591,Wegman's,20979,5,-60678,,,,
P21119-705,ACTBLUE* P.TURNOUT,20648,1,-1500,,,,
P21119-271,PHONE.COM XXXX9479,20609,1,-2388,,,,
P21119-419,United Airlines,21029,24,-338417,,,,
P21119-583,CMED MYSS*,20892,2,-359800,,,,
P21119-648,Ifixit,20743,1,-10880,,,,
P21119-777,PwP EVERY,20298,2,-20100,,,,
P21119-68,Citibik Rides,21060,1,375,,,,
P21119-104,Peet's Coffee,20315,1,-959,,,,
P21119-128,PEACOCK*46E76 PREMIUNEW,20702,1,-799,,,,
P21119-292,CTLP*Division of,21007,4,-945,,,,
P21119-561,Lighting,20961,1,-45960,,,,
P21119-830,AplPay RELATE,21089,1,-164,,,,
P21119-349,TST* BEYU-AIRPORT,20601,2,-2644,,,,
P21119-448,Hilton Statement,21097,1,653,,,,
P21119-577,Your Cash,21096,16,37413,,,,
P21119-618,NYU TISCH,20648,5,-12115,,,,
P21119-60,Citizens Icon,20154,1,-6800,,,,
P21119-120,CHELSEA GOURMET,20195,3,-6110,,,,
P21119-357,Tst Junior,21044,1,2850,,,,
P21119-626,BT*PUREHEALTH RESEARMANASSAS,20401,1,-21950,,,,
P21119-685,652 FLIGHT,20219,1,-2443,,,,
P21119-76,City Fresh,21048,1,-1489,,,,
P21119-112,MICROSATACABLES/GORIACTON MA,21012,1,-8325,,,,
P21119-341,NAYAX VENDING,20566,1,-300,,,,
P21119-365,Rocco's Pizza,21103,1,-6460,,,,
P21119-440,Bojangles,21081,3,-2501,,,,
P21119-569,Youtube,20867,12,-5988,,,,
P21119-610,Amex Airline,21018,8,46096,,,,
P21119-634,ICON PARKING,20153,1,-4420,,,,
P21119-838,Midtown Convenience,21031,1,-2100,,,,
P21119-116,PERPLEXITY* PROSHOP,20790,1,-43549,,,,
P21119-345,Naser Food,21044,2,0,,,,
P21119-369,Riverside Gourmet,20629,1,-1696,,,,
P21119-444,Amazon Music,20942,20,-11480,,,,
P21119-573,LawDepot.com,21092,24,-84000,,,,
P21119-614,WWW.PERPLEXITY.AI SAN,20617,2,-600,,,,
P21119-638,Johnson Fit,20762,2,0,,,,
P21119-64,PEACOCK NEW,21109,14,-16586,,,,
P21119-100,"TN TH,",21087,32,-39791,,,,
P21119-124,PEACOCK*4486A PREMIUNEW,20336,1,-599,,,,
P21119-689,LGA C,20663,2,-4097,,,,
P21119-72,CITIBIK*2 RIDES,21035,1,-375,,,,
P21119-108,Uncle Jack's,20153,1,-19162,,,,
P21119-296,Metro,20447,2,-31800,,,,
P21119-361,Rite Aid,20332,4,-15485,,,,
P21119-565,Home Depot,21100,43,-435761,,,,
P21119-630,WWW.UI.COM NEW,20833,8,-387194,,,,
P21119-834,Shake Shack,20996,3,-7358,,,,
P21119-353,Grand Nyc,21044,2,0,,,,
P21119-622,NYU PHYSICIAN,20136,1,-762,,,,
P21119-681,603 GOURMET,20574,1,-1818,,,,
P21119-62,Grossman,21100,3,-16000,,,,
P21119-122,Geico,21106,35,-1438431,,,,
P21119-351,TST* CANTINA,20455,1,-1759,,,,
P21119-579,OTTO BINS.NYC,20806,2,-28055,,,,
P21119-620,BT*TEMU.COM BOSTON,20644,7,-13865,,,,
P21119-687,ATRIUM PARK,20162,1,-7100,,,,
P21119-70,RETURNED CHECK/DECLIANK,20382,1,-60000,,,,
P21119-294,LUCKOW CAF?,20249,1,-586,,,,
P21119-343,Fsp Enchantment,20860,1,1500,,,,
P21119-367,Speedway,20453,2,-4527,,,,
P21119-442,WESTSIDE MARKET-,21089,5,-34592,,,,
P21119-612,Nys Department,20799,1,-18050,,,,
P21119-636,STICKLEY FURNITURE,21113,2,-1749016,,,,
P21119-78,Fix-It Shop,20225,1,-12487,,,,
P21119-114,Phone,21096,7,-18100,,,,
P21119-571,Library Lounge,20957,1,-2700,,,,
P21119-106,PERRY STREET,20303,1,-8948,,,,
P21119-359,TST* Finns,20344,1,-2826,,,,
P21119-563,YOUTUBE MEMBER,21045,25,-32089,,,,
P21119-628,JFK PREBOOK,20596,1,-16000,,,,
P21119-832,ENOM.COM -,21068,1,-20000,,,,
P21119-290,Town and,21096,4,-69800,,,,
P21119-363,Spectrum Mobile,21097,1,-12652,,,,
P21119-567,Audi,21103,5,-1838839,,,,
P21119-632,HYPNOTIC SMOKE,20377,1,-1598,,,,
P21119-836,Service Works,21031,1,-220,,,,
P21119-118,"REPLIT, INC.",21090,6,-15888,,,,
P21119-575,CNP WHISKY,20671,1,-4453,,,,
P21119-683,4036 BLUESTONE,20597,1,-6100,,,,
P21119-66,GrubHub Seamless,20319,2,-8474,,,,
P21119-102,Curb,21029,4,-6790,,,,
P21119-126,Ticketmaster,21050,4,-590590,,,,
P21119-355,TST* HC,20932,1,-19977,,,,
P21119-624,WWW.DOWNLOADHELPER.NSAINT GERVAIS,20643,1,-2850,,,,
P21119-74,CLAUDE.AI SUBSCRIPTIPASADENA,20879,1,-2178,,,,
P21119-110,Petco,20202,1,-7887,,,,
P21119-298,Lumens Com,20248,2,105226,,,,
P21119-347,NATL JEWISH,20309,1,-14000,,,,
P21119-446,Apple.com Bill,20996,10,36521,,,,
P21119-616,NYU KIMMEL,20648,2,-1798,,,,
P21119-117,PEACOCK*3FB34 PREMIUNEW,20518,1,-599,,,,
P21119-346,UEC THEATRE,21082,1,-800,,,,
P21119-445,AplPay ALLENDALE,20990,1,-1350,,,,
P21119-615,BT*REPLACEMENTLAPTOPFOOTHILL RANCH,20685,1,-1578,,,,
P21119-639,I Park,20847,2,-5500,,,,
P21119-65,Food Emporium,20958,2,-21884,,,,
P21119-101,METROPOLITAN PLANT,20510,1,-1107,,,,
P21119-125,CHELSEA PANTRY,20952,1,-5606,,,,
P21119-354,Lyft Citi,20214,1,15112,,,,
P21119-73,GROOME TRANSPORTATIOCOTTONWOOD,20847,1,-9200,,,,
P21119-109,Micro Center,20820,1,-323000,,,,
P21119-297,AplPay TEMU.COM,20804,1,-5988,,,,
P21119-362,THERANEST CLIENTPORTATLANTA,21088,6,-3918,,,,
P21119-566,GOODSYNC FAIRFAX,21016,2,-4985,,,,
P21119-631,AplPay HA,20996,4,-8006,,,,
P21119-835,PHR*THEVALLEYHOSPITARIDGEWOOD NJ,20249,1,-89500,,,,
P21119-574,POE.COM MOUNTAIN,21034,26,-51974,,,,
P21119-623,Www Ui.com,20855,2,82639,,,,
P21119-682,BRILLIANT.ORG -,20821,1,-12950,,,,
P21119-61,For Amex,20675,2,53173,,,,
P21119-121,CS ADDTL,21094,19,-20672,,,,
P21119-350,GOTHAM NEWS,20449,1,-1979,,,,
P21119-578,COFFEE PRO,20989,2,-3044,,,,
P21119-627,WWW.DOWNLOADHELPER.NET,20658,1,-1800,,,,
P21119-686,BREEZE AIRWAVCTZ8H,20554,1,-81399,,,,
P21119-77,Citi Cards{CitiÂ®,21070,1,0,,,,
P21119-113,PEACOCK*X8682 PREMIUNEW,20244,1,-499,,,,
P21119-342,Netflix,21113,53,-127485,,,,
P21119-366,Clear New,20610,2,36800,,,,
P21119-441,READWISE RALEIGH,20833,10,-8990,,,,
P21119-611,ANGI NEW,20493,1,-2999,,,,
P21119-635,JetBlue,20597,10,-84160,,,,
P21119-839,TOWNEPLACE SUITES,20599,1,-65555,,,,
P21119-449,READYREFRESH/WATERSERV,20839,11,-85163,,,,
P21119-570,LIBERTY BEER,21071,3,-5780,,,,
P21119-619,WWW.CHATPDF.COM BERLIN,20314,2,-1000,,,,
P21119-69,Citymd,20929,1,-6000,,,,
P21119-105,CURB SERVICE,21037,1,-2394,,,,
P21119-129,CHELSEA HARDWARE,20843,1,-326,,,,
P21119-293,AplPay SP,20299,2,-58237,,,,
P21119-358,GOV*NJ Turnpike,20136,1,-265,,,,
P21119-562,GOODRX GOLD,21109,29,-57971,,,,
P21119-831,AplPay RAINBOW,20695,1,-999,,,,
P21119-291,AplPay SUBSTACK.COM,20268,1,-5000,,,,
P21119-560,Taco Bell,20980,1,-3267,,,,
P21119-633,AplPay JEONG'S,20994,2,-2184,,,,
P21119-837,GREETINGS FROM,20219,1,-3263,,,,
P21119-119,TIKTOK SHOP,20642,3,-34088,,,,
P21119-348,Lyft Rides,21060,4,14675,,,,
P21119-576,OTTER.AI MOUNTAIN,21089,6,-11100,,,,
P21119-67,"ROKU, INC",20873,4,-8788,,,,
P21119-103,PERFECT NUTRITION,20669,2,-7568,,,,
P21119-127,Chelsea Eye,20716,2,-19000,,,,
P21119-356,Lyft Ride,21060,1,1163,,,,
P21119-625,NYU HOSP,20803,5,-200002,,,,
P21119-684,A 6HR,20195,1,-8601,,,,
P21119-75,Returned Online,20975,1,-70807,,,,
P21119-111,UNCLE JACKS,20164,1,-3425,,,,
P21119-299,Lukoil,20158,1,-1703,,,,
P21119-340,CHATPDF LABOE,21106,26,-13000,,,,
P21119-364,SPLASHTOP.COM CUPERTINO,20163,2,-32446,,,,
P21119-447,HOALEADER.COM ALAMEDA,20959,4,-42600,,,,
P21119-568,LINDY SAN,21097,7,-34993,,,,
P21119-617,BT*A MEDIUM,21112,13,-11000,,,,
P21119-79,TU *TRANSUNION,20823,23,-65755,,,,
P21119-115,UNCLE GIUSEPPE'S,21098,9,-90154,,,,
P21119-344,FS *MONICA.IM,21060,3,-86775,,,,
P21119-368,THERANEST BIRMINGHAM,20821,2,-7700,,,,
P21119-572,LILLI AND,20983,1,-8585,,,,
P21119-107,Michaels,21114,2,-3965,,,,
P21119-629,Stew Leonard's,20973,11,-103720,,,,
P21119-688,Lenscrafters,20925,1,-46602,,,,
P21119-833,DRIP HYDRATION,20483,3,-106340,,,,
P21119-71,FOREIGN TRANSACTION,21036,1,-15,,,,
P21119-295,HA HA,21073,9,-19527,,,,
P21119-360,Clear Clearme.com,21011,2,-37800,,,,
P21119-443,OMNYPYG* XXX-XXX-6669,21033,1,-290,,,,
P21119-564,Audible.com,21085,33,-48364,,,,
P21119-613,NYULMC L,20653,2,-7500,,,,
P21119-637,X CORP.,21115,16,-44743,,,,
P21119-63,RETURN PAYMENT,21108,5,-11700,,,,
P21119-123,Repl.it,20906,6,-15000,,,,
P21119-352,TST* BILLYS,20966,2,-4377,,,,
P21119-621,WWW.SPLASHTOP.COM CUPERTINO,20892,4,-64892,,,,
P21119-680,BREEZE AIRWAF2VFVV,20142,1,-47200,,,,
P21119-424,AplPay WIRED,20761,1,-1200,,,,
P21119-726,Apple Rx,20936,1,141434,,,,
P21119-801,GOLDBERG'S FAMOUS,20792,1,-2004,,,,
P21119-212,Medical Center,21005,1,-1526,,,,
P21119-669,Ace Hardware,20769,1,-2800,,,,
P21119-483,CLOUD 6VRCV5,20699,1,-5,,,,
P21119-677,SULLIVAN STREET,20303,1,-4294,,,,
P21119-8,Apple,21115,581,-2187226,,,,
P21119-47,"Tesla, Inc",20901,22,-35085,,,,
P21119-163,"TN EPCS,",21100,32,-226464,,,,
P21119-432,Readyrefresh Waterserv,20900,1,3264,,,,
P21119-661,Ramsey &,21094,1,-1242,,,,
P21119-809,Cpi Green,21060,2,825,,,,
P21119-167,AplPay MORTON,21026,42,-139924,,,,
P21119-436,WESTSIDE MARKET,21104,4,-50851,,,,
P21119-665,ACADEMIA.EDU/PAYMENTSAN FRANCISCO,20710,4,-40900,,,,
P21119-420,AplPay UNCLE,21057,6,-109748,,,,
P21119-487,Neuse Sport,20668,1,-6982,,,,
P21119-722,Ombligo Ny,20353,1,62802,,,,
P21119-4,Sirius XM,21102,32,-33938,,,,
P21119-43,THE ROKU,21115,33,-93520,,,,
P21119-428,TODOIST -,21061,1,-4800,,,,
P21119-805,Valero,20316,1,-2137,,,,
P21119-216,GSUITE_JUSTICC@,20972,7,-7414,,,,
P21119-673,NEW WORLD,21044,3,-1560,,,,
P21119-214,E-ZPass,20973,2,-5500,,,,
P21119-671,ACTBLUE* KAMALA.HARRBOSTON,20764,1,-4700,,,,
P21119-41,LITTLE ITALY,21103,9,-46456,,,,
P21119-663,RDUAA PUBLIC,20598,1,-1050,,,,
P21119-728,Anthem,21074,3,-64800,,,,
P21119-49,PBPAYHELP.COM,20762,21,-62895,,,,
P21119-165,ENOM.COM KIRKLAND,21046,16,-320000,,,,
P21119-434,Hilton,21034,3,-27649,,,,
P21119-2,DOF PARKING,21100,72,-759036,,,,
P21119-426,AplPay VIVINO,20911,1,-100,,,,
P21119-485,Aldi,20690,3,-53838,,,,
P21119-679,Hampton Inn,21096,1,-653,,,,
P21119-720,READWISE PITTSBURGH,21106,7,-6533,,,,
P21119-803,Verifone,21011,1,-8199,,,,
